,acousticness,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_name,type,uri,valence,billboard
0,0.10400000000000001,https://api.spotify.com/v1/audio-analysis/5hLjwP64UTYg0NeRoKfneN,Sundial Aeon,0.517,208588.0,0.529,5hLjwP64UTYg0NeRoKfneN,1.65e-05,4.0,0.0868,-5.803,1.0,0.0273,120.035,4.0,https://api.spotify.com/v1/tracks/5hLjwP64UTYg0NeRoKfneN,love shelter,audio_features,spotify:track:5hLjwP64UTYg0NeRoKfneN,0.275,0
1,0.987,https://api.spotify.com/v1/audio-analysis/006Ndmw2hHxvnLbJsBFnPx,Dean Martin,0.518,216373.0,0.06,006Ndmw2hHxvnLbJsBFnPx,7.87e-06,10.0,0.161,-14.887,1.0,0.0441,127.87,4.0,https://api.spotify.com/v1/tracks/006Ndmw2hHxvnLbJsBFnPx,Volare (Nel Blu Dipinto Di Blu),audio_features,spotify:track:006Ndmw2hHxvnLbJsBFnPx,0.336,1
2,0.121,https://api.spotify.com/v1/audio-analysis/09dKenoVuQzPRQ8Anoo6we,The Clash,0.866,162000.0,0.726,09dKenoVuQzPRQ8Anoo6we,0.0,2.0,0.159,-9.068999999999999,1.0,0.0609,132.45,4.0,https://api.spotify.com/v1/tracks/09dKenoVuQzPRQ8Anoo6we,Inoculated City,audio_features,spotify:track:09dKenoVuQzPRQ8Anoo6we,0.6729999999999999,0
3,0.963,https://api.spotify.com/v1/audio-analysis/6crfO56bDm0RjpctUuGs5X,Ernie Fields & Orch.,0.581,149827.0,0.0543,6crfO56bDm0RjpctUuGs5X,0.00027400000000000005,0.0,0.0968,-14.595,1.0,0.0466,124.185,4.0,https://api.spotify.com/v1/tracks/6crfO56bDm0RjpctUuGs5X,In The Mood,audio_features,spotify:track:6crfO56bDm0RjpctUuGs5X,0.175,1
4,0.474,https://api.spotify.com/v1/audio-analysis/4MIJFNWRtXxgCwSaxnyK84,Amalia Avgoustaki,0.857,64520.0,0.478,4MIJFNWRtXxgCwSaxnyK84,0.0,0.0,0.0921,-13.777000000000001,1.0,0.0497,116.09299999999999,3.0,https://api.spotify.com/v1/tracks/4MIJFNWRtXxgCwSaxnyK84,Dimitroula,audio_features,spotify:track:4MIJFNWRtXxgCwSaxnyK84,0.977,0
5,0.10099999999999999,https://api.spotify.com/v1/audio-analysis/2eD05M0sROqhQpkQJ9ze8x,D:Fuse,0.53,231640.0,0.504,2eD05M0sROqhQpkQJ9ze8x,0.000633,5.0,0.106,-6.71,1.0,0.0251,77.295,4.0,https://api.spotify.com/v1/tracks/2eD05M0sROqhQpkQJ9ze8x,Living The Dream,audio_features,spotify:track:2eD05M0sROqhQpkQJ9ze8x,0.56,0
6,0.371,https://api.spotify.com/v1/audio-analysis/7CAQNIxHDPn1gcOuSrpQ2n,Tum Tum,0.632,188960.0,0.579,7CAQNIxHDPn1gcOuSrpQ2n,0.0,1.0,0.38799999999999996,-10.585999999999999,1.0,0.589,82.98299999999999,4.0,https://api.spotify.com/v1/tracks/7CAQNIxHDPn1gcOuSrpQ2n,Money In Da Bank [Screwed],audio_features,spotify:track:7CAQNIxHDPn1gcOuSrpQ2n,0.374,0
7,0.102,https://api.spotify.com/v1/audio-analysis/0eg0NUo9jSmdVo1nnHH7j5,unloco,0.40299999999999997,351173.0,0.442,0eg0NUo9jSmdVo1nnHH7j5,0.00361,2.0,0.138,-8.868,1.0,0.0348,95.21700000000001,4.0,https://api.spotify.com/v1/tracks/0eg0NUo9jSmdVo1nnHH7j5,Reckoning (Album Version),audio_features,spotify:track:0eg0NUo9jSmdVo1nnHH7j5,0.262,0
8,0.0214,https://api.spotify.com/v1/audio-analysis/4LZe6V8OUXdO0MyaLzBZuv,Leona Naess,0.6409999999999999,138589.0,0.34600000000000003,4LZe6V8OUXdO0MyaLzBZuv,0.0142,1.0,0.11900000000000001,-8.701,1.0,0.27,118.637,4.0,https://api.spotify.com/v1/tracks/4LZe6V8OUXdO0MyaLzBZuv,Chase,audio_features,spotify:track:4LZe6V8OUXdO0MyaLzBZuv,0.252,0
9,0.938,https://api.spotify.com/v1/audio-analysis/0T7jzjQENOkhRNwkfGbTO7,Rita Chiarelli,0.541,173027.0,0.366,0T7jzjQENOkhRNwkfGbTO7,0.445,5.0,0.107,-9.19,1.0,0.0252,94.809,3.0,https://api.spotify.com/v1/tracks/0T7jzjQENOkhRNwkfGbTO7,Doggin' Around,audio_features,spotify:track:0T7jzjQENOkhRNwkfGbTO7,0.425,0
10,,,Lady Gaga,,,,,,,,,,,,,,Alejandro,,,,1
11,0.336,https://api.spotify.com/v1/audio-analysis/7IlIYk9v4YKWqwwXU5IVrn,Jackie Edwards,0.833,268000.0,0.452,7IlIYk9v4YKWqwwXU5IVrn,0.0157,11.0,0.0611,-9.838,0.0,0.136,76.232,4.0,https://api.spotify.com/v1/tracks/7IlIYk9v4YKWqwwXU5IVrn,So Jah Seh,audio_features,spotify:track:7IlIYk9v4YKWqwwXU5IVrn,0.888,0
12,0.07,https://api.spotify.com/v1/audio-analysis/0XOKietGW4PXK4hs4jyfpO,Audio Pyper,0.956,152992.0,0.519,0XOKietGW4PXK4hs4jyfpO,0.0,11.0,0.106,-7.832000000000001,1.0,0.16699999999999998,132.061,4.0,https://api.spotify.com/v1/tracks/0XOKietGW4PXK4hs4jyfpO,Walk in the Park,audio_features,spotify:track:0XOKietGW4PXK4hs4jyfpO,0.529,0
13,0.004229999999999999,https://api.spotify.com/v1/audio-analysis/6HAsk04nz2TaEbK8lncN3w,Montgomery Gentry,0.643,211107.0,0.86,6HAsk04nz2TaEbK8lncN3w,0.0,11.0,0.28600000000000003,-4.447,1.0,0.0495,111.148,4.0,https://api.spotify.com/v1/tracks/6HAsk04nz2TaEbK8lncN3w,One In Every Crowd,audio_features,spotify:track:6HAsk04nz2TaEbK8lncN3w,0.674,1
14,0.47600000000000003,https://api.spotify.com/v1/audio-analysis/0dgdP5q0irOwAn7hEvEep1,Bob Dylan,0.48100000000000004,320707.0,0.479,0dgdP5q0irOwAn7hEvEep1,0.00105,3.0,0.271,-13.366,1.0,0.0325,95.274,4.0,https://api.spotify.com/v1/tracks/0dgdP5q0irOwAn7hEvEep1,Trying To Get To Heaven,audio_features,spotify:track:0dgdP5q0irOwAn7hEvEep1,0.552,0
15,0.473,https://api.spotify.com/v1/audio-analysis/4Oz9avF6jbz2emynwgSoCr,Frank Sinatra,0.626,122333.0,0.32,4Oz9avF6jbz2emynwgSoCr,0.0,6.0,0.0535,-13.955,1.0,0.0451,122.59,4.0,https://api.spotify.com/v1/tracks/4Oz9avF6jbz2emynwgSoCr,French Foreign Legion,audio_features,spotify:track:4Oz9avF6jbz2emynwgSoCr,0.725,1
16,0.344,https://api.spotify.com/v1/audio-analysis/4mOxpj82q6n3EO7HBZCelX,Shawn Colvin,0.5539999999999999,264200.0,0.58,4mOxpj82q6n3EO7HBZCelX,0.00842,11.0,0.0989,-8.05,0.0,0.0322,167.83,4.0,https://api.spotify.com/v1/tracks/4mOxpj82q6n3EO7HBZCelX,Sunny Came Home,audio_features,spotify:track:4mOxpj82q6n3EO7HBZCelX,0.402,0
17,0.00521,https://api.spotify.com/v1/audio-analysis/6CymD6SmFVAqJLVyqjwFy2,Busdriver,0.624,223627.0,0.706,6CymD6SmFVAqJLVyqjwFy2,0.00995,9.0,0.0977,-7.098,1.0,0.0271,129.995,4.0,https://api.spotify.com/v1/tracks/6CymD6SmFVAqJLVyqjwFy2,Sun Shower (Single Version),audio_features,spotify:track:6CymD6SmFVAqJLVyqjwFy2,0.40299999999999997,0
18,0.322,https://api.spotify.com/v1/audio-analysis/04jVEb76Kw5OrmGtlXlHxI,Faron Young,0.669,255947.0,0.35200000000000004,04jVEb76Kw5OrmGtlXlHxI,0.0,1.0,0.484,-11.18,1.0,0.455,76.851,4.0,https://api.spotify.com/v1/tracks/04jVEb76Kw5OrmGtlXlHxI,Alone With You,audio_features,spotify:track:04jVEb76Kw5OrmGtlXlHxI,0.528,1
19,0.836,https://api.spotify.com/v1/audio-analysis/0csvKJtWJZtBcWQ83Z5aFW,Johnny Nash,0.581,148640.0,0.332,0csvKJtWJZtBcWQ83Z5aFW,0.0,5.0,0.294,-8.422,0.0,0.0452,125.913,4.0,https://api.spotify.com/v1/tracks/0csvKJtWJZtBcWQ83Z5aFW,Almost In Your Arms,audio_features,spotify:track:0csvKJtWJZtBcWQ83Z5aFW,0.605,1
20,0.0503,https://api.spotify.com/v1/audio-analysis/7vybPqtuir09bEVUuOOY5f,Galactic,0.738,205080.0,0.731,7vybPqtuir09bEVUuOOY5f,0.0,9.0,0.0457,-4.129,1.0,0.214,91.807,4.0,https://api.spotify.com/v1/tracks/7vybPqtuir09bEVUuOOY5f,Squarebiz,audio_features,spotify:track:7vybPqtuir09bEVUuOOY5f,0.8640000000000001,0
21,0.861,https://api.spotify.com/v1/audio-analysis/0gPX8VCqSEnYhIMHvqGUr7,The King Sisters,0.278,150200.0,0.141,0gPX8VCqSEnYhIMHvqGUr7,0.002,10.0,0.382,-13.719000000000001,1.0,0.031,101.74700000000001,3.0,https://api.spotify.com/v1/tracks/0gPX8VCqSEnYhIMHvqGUr7,Hawaiian Wedding Song,audio_features,spotify:track:0gPX8VCqSEnYhIMHvqGUr7,0.17600000000000002,0
22,0.22,https://api.spotify.com/v1/audio-analysis/2ZJZcqM60OwgqTO1OvJpHL,Delbert McClinton,0.612,170093.0,0.601,2ZJZcqM60OwgqTO1OvJpHL,0.0,8.0,0.446,-9.095,0.0,0.0425,130.939,4.0,https://api.spotify.com/v1/tracks/2ZJZcqM60OwgqTO1OvJpHL,He Will Break Your Heart,audio_features,spotify:track:2ZJZcqM60OwgqTO1OvJpHL,0.6920000000000001,0
23,0.155,https://api.spotify.com/v1/audio-analysis/0V80HkM7kBvdFC81jV7CPt,Beatnuts,0.763,231133.0,0.68,0V80HkM7kBvdFC81jV7CPt,0.0,2.0,0.149,-6.523,1.0,0.245,92.074,4.0,https://api.spotify.com/v1/tracks/0V80HkM7kBvdFC81jV7CPt,No Escapin' This,audio_features,spotify:track:0V80HkM7kBvdFC81jV7CPt,0.85,0
24,0.0738,https://api.spotify.com/v1/audio-analysis/3hVaK0zn3sVWWY8TvN1Te5,Pablo Montero,0.6859999999999999,236413.0,0.868,3hVaK0zn3sVWWY8TvN1Te5,0.0,0.0,0.287,-3.889,1.0,0.0504,125.76799999999999,4.0,https://api.spotify.com/v1/tracks/3hVaK0zn3sVWWY8TvN1Te5,Cuando Calienta El Sol,audio_features,spotify:track:3hVaK0zn3sVWWY8TvN1Te5,0.557,0
25,0.877,https://api.spotify.com/v1/audio-analysis/1N96M74ghEUEHdVycsmYu9,Didier FranASSois,0.47200000000000003,185000.0,0.305,1N96M74ghEUEHdVycsmYu9,0.000989,7.0,0.127,-14.424000000000001,0.0,0.0674,160.085,4.0,https://api.spotify.com/v1/tracks/1N96M74ghEUEHdVycsmYu9,Dans cette nuit j'ai envie de me perdre,audio_features,spotify:track:1N96M74ghEUEHdVycsmYu9,0.27,0
26,0.0627,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,Jason Mraz & Colbie Caillat,0.8759999999999999,244679.0,0.7859999999999999,60SdxE8apGAxMiRrpbmLY0,0.0,10.0,0.127,-4.8839999999999995,0.0,0.306,153.06799999999998,4.0,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,Lucky,audio_features,spotify:track:60SdxE8apGAxMiRrpbmLY0,0.575,1
27,0.0706,https://api.spotify.com/v1/audio-analysis/3R60MeWYg7kRr5hNA8mlu9,Sizzla,0.629,250410.0,0.847,3R60MeWYg7kRr5hNA8mlu9,0.000268,5.0,0.0889,-2.4419999999999997,0.0,0.0711,114.92399999999999,4.0,https://api.spotify.com/v1/tracks/3R60MeWYg7kRr5hNA8mlu9,Love & Devotion,audio_features,spotify:track:3R60MeWYg7kRr5hNA8mlu9,0.33399999999999996,0
28,0.627,https://api.spotify.com/v1/audio-analysis/7hIo6xNtosmMuHkjCbNUv6,Paquito Guzman,0.735,327680.0,0.764,7hIo6xNtosmMuHkjCbNUv6,2.5e-06,0.0,0.0606,-6.722,1.0,0.0879,176.058,4.0,https://api.spotify.com/v1/tracks/7hIo6xNtosmMuHkjCbNUv6,Cuando Seolvida El Amor,audio_features,spotify:track:7hIo6xNtosmMuHkjCbNUv6,0.727,0
29,0.9159999999999999,https://api.spotify.com/v1/audio-analysis/4uhRZ511QOFwW080S4b2jQ,Rickie Lee Jones,0.474,308933.0,0.102,4uhRZ511QOFwW080S4b2jQ,6.67e-06,9.0,0.98,-17.185,1.0,0.0958,101.883,3.0,https://api.spotify.com/v1/tracks/4uhRZ511QOFwW080S4b2jQ,Coolsville (Live Acoustic Version),audio_features,spotify:track:4uhRZ511QOFwW080S4b2jQ,0.42,0
30,0.0019,https://api.spotify.com/v1/audio-analysis/5wuXWTCiKIlNEXfwAuTY1G,Ester Dean Featuring Chris Brown,0.723,190533.0,0.7140000000000001,5wuXWTCiKIlNEXfwAuTY1G,5.429999999999999e-05,11.0,0.0836,-5.0360000000000005,1.0,0.0537,88.04700000000001,4.0,https://api.spotify.com/v1/tracks/5wuXWTCiKIlNEXfwAuTY1G,Drop It Low,audio_features,spotify:track:5wuXWTCiKIlNEXfwAuTY1G,0.386,1
31,0.981,https://api.spotify.com/v1/audio-analysis/1Xf7gXkHRXwr8vP9GZ7pSz,Alberto Cortez,0.589,254960.0,0.0609,1Xf7gXkHRXwr8vP9GZ7pSz,0.14,1.0,0.11,-15.265999999999998,0.0,0.0818,77.043,4.0,https://api.spotify.com/v1/tracks/1Xf7gXkHRXwr8vP9GZ7pSz,Guitarra Dimelo Tu,audio_features,spotify:track:1Xf7gXkHRXwr8vP9GZ7pSz,0.488,0
32,0.0015400000000000001,https://api.spotify.com/v1/audio-analysis/07HPV6hzecJmMJwsIX8YVU,Hannah Montana,0.602,180800.0,0.894,07HPV6hzecJmMJwsIX8YVU,0.0,4.0,0.433,-3.975,1.0,0.032,125.988,4.0,https://api.spotify.com/v1/tracks/07HPV6hzecJmMJwsIX8YVU,He Could Be The One,audio_features,spotify:track:07HPV6hzecJmMJwsIX8YVU,0.643,1
33,0.535,https://api.spotify.com/v1/audio-analysis/73FH0XMiHRlbYjBDmRUmEL,Intex Systems,0.46299999999999997,131147.0,0.532,73FH0XMiHRlbYjBDmRUmEL,0.7140000000000001,6.0,0.141,-14.367,1.0,0.0497,182.128,3.0,https://api.spotify.com/v1/tracks/73FH0XMiHRlbYjBDmRUmEL,Vapour Fragments,audio_features,spotify:track:73FH0XMiHRlbYjBDmRUmEL,0.374,0
34,0.111,https://api.spotify.com/v1/audio-analysis/1tR2nTQNnorH0ib67rgJ0q,Cinder,0.545,226120.0,0.687,1tR2nTQNnorH0ib67rgJ0q,0.757,2.0,0.14300000000000002,-9.256,1.0,0.0333,112.25200000000001,4.0,https://api.spotify.com/v1/tracks/1tR2nTQNnorH0ib67rgJ0q,The Ride (Album),audio_features,spotify:track:1tR2nTQNnorH0ib67rgJ0q,0.5770000000000001,0
35,0.42200000000000004,https://api.spotify.com/v1/audio-analysis/01NFhUzYMtk0sLJewivJ3w,Vickie Winans,0.6970000000000001,267893.0,0.871,01NFhUzYMtk0sLJewivJ3w,0.00028,9.0,0.741,-8.578,0.0,0.0504,97.92399999999999,4.0,https://api.spotify.com/v1/tracks/01NFhUzYMtk0sLJewivJ3w,Stand Up and Praise Him,audio_features,spotify:track:01NFhUzYMtk0sLJewivJ3w,0.7140000000000001,0
36,0.0814,https://api.spotify.com/v1/audio-analysis/1sxUaLi0G2vB7dl4ogtCxH,Justin Bieber,0.728,237240.0,0.94,1sxUaLi0G2vB7dl4ogtCxH,0.000162,4.0,0.109,-5.034,1.0,0.0368,113.76,4.0,https://api.spotify.com/v1/tracks/1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go,audio_features,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,0.9670000000000001,1
37,0.968,https://api.spotify.com/v1/audio-analysis/5n16dEoZ1OwdpqOIK13m1X,RUN-DMC,0.615,133165.0,0.424,5n16dEoZ1OwdpqOIK13m1X,0.809,11.0,0.106,-12.324000000000002,0.0,0.114,159.033,4.0,https://api.spotify.com/v1/tracks/5n16dEoZ1OwdpqOIK13m1X,Faces,audio_features,spotify:track:5n16dEoZ1OwdpqOIK13m1X,0.17800000000000002,0
38,0.138,https://api.spotify.com/v1/audio-analysis/4LTIgWTZraR2IAhlMCsbwG,Michelle Tumes,0.617,229147.0,0.595,4LTIgWTZraR2IAhlMCsbwG,0.0,0.0,0.114,-8.812999999999999,1.0,0.0283,124.09899999999999,4.0,https://api.spotify.com/v1/tracks/4LTIgWTZraR2IAhlMCsbwG,Everywhere (Dream Album Version),audio_features,spotify:track:4LTIgWTZraR2IAhlMCsbwG,0.39299999999999996,0
39,0.91,https://api.spotify.com/v1/audio-analysis/0spcziXJ0IjW0vdLVuSokf,Brasilian Tropical Orchestra,0.48,243027.0,0.0965,0spcziXJ0IjW0vdLVuSokf,0.0481,0.0,0.0954,-21.758000000000003,1.0,0.0443,139.718,4.0,https://api.spotify.com/v1/tracks/0spcziXJ0IjW0vdLVuSokf,Retrato Em Branco E Preto,audio_features,spotify:track:0spcziXJ0IjW0vdLVuSokf,0.324,0
40,0.982,https://api.spotify.com/v1/audio-analysis/6geO7jmylTSwJesytUNtIg,Jimmy Nelson,0.419,179107.0,0.444,6geO7jmylTSwJesytUNtIg,0.0649,1.0,0.249,-6.226,1.0,0.033,71.35,4.0,https://api.spotify.com/v1/tracks/6geO7jmylTSwJesytUNtIg,Little Miss Teasin' Brown,audio_features,spotify:track:6geO7jmylTSwJesytUNtIg,0.67,0
41,0.27399999999999997,https://api.spotify.com/v1/audio-analysis/74Av2rPn9Tflj10ZNT8HGz,Eko Fresh feat. Capkekz,0.6970000000000001,236160.0,0.88,74Av2rPn9Tflj10ZNT8HGz,0.0,7.0,0.0794,-2.199,0.0,0.139,94.9,4.0,https://api.spotify.com/v1/tracks/74Av2rPn9Tflj10ZNT8HGz,Das ist mein Viertel,audio_features,spotify:track:74Av2rPn9Tflj10ZNT8HGz,0.599,0
42,0.922,https://api.spotify.com/v1/audio-analysis/70Xt4jSqmMpdrpO5P6ypvC,Roy Hamilton,0.307,146920.0,0.319,70Xt4jSqmMpdrpO5P6ypvC,9.34e-06,0.0,0.136,-11.46,1.0,0.0481,57.431000000000004,4.0,https://api.spotify.com/v1/tracks/70Xt4jSqmMpdrpO5P6ypvC,Pledging My Love,audio_features,spotify:track:70Xt4jSqmMpdrpO5P6ypvC,0.289,1
43,0.47600000000000003,https://api.spotify.com/v1/audio-analysis/5rFj8OzffT0iggSjcBaeND,Lil Wayne,0.584,246735.0,0.40700000000000003,5rFj8OzffT0iggSjcBaeND,0.0,1.0,0.18,-7.356,0.0,0.046,115.124,4.0,https://api.spotify.com/v1/tracks/5rFj8OzffT0iggSjcBaeND,On Fire,audio_features,spotify:track:5rFj8OzffT0iggSjcBaeND,0.341,1
44,0.743,https://api.spotify.com/v1/audio-analysis/79RiTM9fIZ2Snf4bH1xFQQ,Jerry Vale,0.465,150893.0,0.44799999999999995,79RiTM9fIZ2Snf4bH1xFQQ,0.0,2.0,0.596,-11.526,1.0,0.0346,119.046,4.0,https://api.spotify.com/v1/tracks/79RiTM9fIZ2Snf4bH1xFQQ,Go Chase A Moonbeam,audio_features,spotify:track:79RiTM9fIZ2Snf4bH1xFQQ,0.648,1
45,0.9940000000000001,https://api.spotify.com/v1/audio-analysis/1hTWk2Xfuq2oe4rPU0hy4X,Varios,0.445,333000.0,0.0996,1hTWk2Xfuq2oe4rPU0hy4X,0.139,7.0,0.0681,-16.688,0.0,0.0888,72.571,4.0,https://api.spotify.com/v1/tracks/1hTWk2Xfuq2oe4rPU0hy4X,II Allegro,audio_features,spotify:track:1hTWk2Xfuq2oe4rPU0hy4X,0.759,0
46,0.134,https://api.spotify.com/v1/audio-analysis/6RyZHDJWmOSjWpKfxzD3vp,The Stooges,0.669,16933.0,0.38299999999999995,6RyZHDJWmOSjWpKfxzD3vp,0.0817,11.0,0.23199999999999998,-19.401,0.0,0.10800000000000001,132.132,4.0,https://api.spotify.com/v1/tracks/6RyZHDJWmOSjWpKfxzD3vp,Studio Dialogue (#26),audio_features,spotify:track:6RyZHDJWmOSjWpKfxzD3vp,0.898,0
47,0.313,https://api.spotify.com/v1/audio-analysis/5nNpVC9AC6DWgrT5RX0e0b,The Everly Brothers,0.574,186000.0,0.514,5nNpVC9AC6DWgrT5RX0e0b,0.0036200000000000004,11.0,0.27399999999999997,-8.02,0.0,0.027999999999999997,111.005,3.0,https://api.spotify.com/v1/tracks/5nNpVC9AC6DWgrT5RX0e0b,Devoted To You,audio_features,spotify:track:5nNpVC9AC6DWgrT5RX0e0b,0.35200000000000004,1
48,0.8320000000000001,https://api.spotify.com/v1/audio-analysis/1JKG6hRuV3pgKRi4z2ZGVq,Jacky Noguez And His Musette Orchestra,0.307,162067.0,0.222,1JKG6hRuV3pgKRi4z2ZGVq,4.11e-05,1.0,0.0912,-14.453,1.0,0.0287,97.053,4.0,https://api.spotify.com/v1/tracks/1JKG6hRuV3pgKRi4z2ZGVq,"Ciao, Ciao Bambina",audio_features,spotify:track:1JKG6hRuV3pgKRi4z2ZGVq,0.191,1
49,0.000198,https://api.spotify.com/v1/audio-analysis/2ERdxKQ5IJo41PqpQA7VNP,Inspiral Carpets,0.506,285093.0,0.902,2ERdxKQ5IJo41PqpQA7VNP,0.156,9.0,0.251,-4.705,1.0,0.0458,113.618,4.0,https://api.spotify.com/v1/tracks/2ERdxKQ5IJo41PqpQA7VNP,Commercial Reign,audio_features,spotify:track:2ERdxKQ5IJo41PqpQA7VNP,0.764,0
50,0.7240000000000001,https://api.spotify.com/v1/audio-analysis/4uhJps8XVlPZbdI5ZArAUO,Mississippi Fred McDowell,0.439,152107.0,0.42200000000000004,4uhJps8XVlPZbdI5ZArAUO,0.203,0.0,0.152,-8.384,1.0,0.0312,70.283,4.0,https://api.spotify.com/v1/tracks/4uhJps8XVlPZbdI5ZArAUO,You Gotta Move,audio_features,spotify:track:4uhJps8XVlPZbdI5ZArAUO,0.564,0
51,2.11e-05,https://api.spotify.com/v1/audio-analysis/7kONIFrZgQzLJxCJ7cIn2z,Primordial,0.139,508373.0,0.818,7kONIFrZgQzLJxCJ7cIn2z,0.33899999999999997,3.0,0.789,-9.799,1.0,0.105,98.993,4.0,https://api.spotify.com/v1/tracks/7kONIFrZgQzLJxCJ7cIn2z,The Burning Season (Live),audio_features,spotify:track:7kONIFrZgQzLJxCJ7cIn2z,0.11,0
52,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,Bernie Lowe Orchestra,0.841,243837.0,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7.0,0.149,-3.37,1.0,0.0484,130.049,4.0,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,Sing Sing Sing,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43,1
53,0.85,https://api.spotify.com/v1/audio-analysis/4Em6V7O4wOjsBJuMCLCb4l,The Champs,0.7070000000000001,152227.0,0.502,4Em6V7O4wOjsBJuMCLCb4l,0.0,0.0,0.14300000000000002,-12.835999999999999,1.0,0.0392,124.904,4.0,https://api.spotify.com/v1/tracks/4Em6V7O4wOjsBJuMCLCb4l,Chariot Rock,audio_features,spotify:track:4Em6V7O4wOjsBJuMCLCb4l,0.953,1
54,0.0146,https://api.spotify.com/v1/audio-analysis/0ZQmpf5gk4k5VMopcAtyAc,Mars Ill,0.5579999999999999,309667.0,0.563,0ZQmpf5gk4k5VMopcAtyAc,0.000195,9.0,0.273,-11.259,1.0,0.0543,120.99,4.0,https://api.spotify.com/v1/tracks/0ZQmpf5gk4k5VMopcAtyAc,Saturday Night Special,audio_features,spotify:track:0ZQmpf5gk4k5VMopcAtyAc,0.617,0
55,0.231,https://api.spotify.com/v1/audio-analysis/3JrySChMaA8mRGU9ZzdtRz,Audio Adrenaline,0.636,219067.0,0.721,3JrySChMaA8mRGU9ZzdtRz,1.3699999999999998e-05,9.0,0.701,-7.61,0.0,0.235,99.648,4.0,https://api.spotify.com/v1/tracks/3JrySChMaA8mRGU9ZzdtRz,My God  (Audio Adrenaline Album Version),audio_features,spotify:track:3JrySChMaA8mRGU9ZzdtRz,0.42200000000000004,0
56,0.125,https://api.spotify.com/v1/audio-analysis/6Uhnj8W9qflWLavYUfHkPJ,Mart'nA!lia,0.8420000000000001,153667.0,0.41600000000000004,6Uhnj8W9qflWLavYUfHkPJ,0.0,7.0,0.0927,-9.292,1.0,0.0972,133.938,4.0,https://api.spotify.com/v1/tracks/6Uhnj8W9qflWLavYUfHkPJ,Cabide,audio_features,spotify:track:6Uhnj8W9qflWLavYUfHkPJ,0.542,0
57,0.8140000000000001,https://api.spotify.com/v1/audio-analysis/1mFrjW8e8fuAOowlU3Q3Dr,The Shirelles,0.396,178733.0,0.452,1mFrjW8e8fuAOowlU3Q3Dr,0.0,7.0,0.192,-8.809,1.0,0.0326,103.264,4.0,https://api.spotify.com/v1/tracks/1mFrjW8e8fuAOowlU3Q3Dr,Dedicated To The One I Love,audio_features,spotify:track:1mFrjW8e8fuAOowlU3Q3Dr,0.307,1
58,0.000638,https://api.spotify.com/v1/audio-analysis/2ZzQyhYslMeChl0RJdmB80,The Strangers,0.498,159428.0,0.8420000000000001,2ZzQyhYslMeChl0RJdmB80,0.932,11.0,0.18600000000000003,-5.284,1.0,0.0339,117.38600000000001,4.0,https://api.spotify.com/v1/tracks/2ZzQyhYslMeChl0RJdmB80,The Caterpillar Crawl,audio_features,spotify:track:2ZzQyhYslMeChl0RJdmB80,0.615,1
59,0.32899999999999996,https://api.spotify.com/v1/audio-analysis/4CgrYn7ozElxYznx3amkXr,Kol Simcha,0.6779999999999999,211958.0,0.727,4CgrYn7ozElxYznx3amkXr,0.0,11.0,0.0722,-8.209,0.0,0.0484,128.084,4.0,https://api.spotify.com/v1/tracks/4CgrYn7ozElxYznx3amkXr,Nigun,audio_features,spotify:track:4CgrYn7ozElxYznx3amkXr,0.493,0
60,0.8859999999999999,https://api.spotify.com/v1/audio-analysis/3184O55UsgVuHDT7DzTCWL,Bare Jr.,0.8079999999999999,54613.0,0.452,3184O55UsgVuHDT7DzTCWL,2.95e-06,8.0,0.35600000000000004,-12.253,0.0,0.889,103.009,4.0,https://api.spotify.com/v1/tracks/3184O55UsgVuHDT7DzTCWL,Snippet 15,audio_features,spotify:track:3184O55UsgVuHDT7DzTCWL,0.821,0
61,0.865,https://api.spotify.com/v1/audio-analysis/1CANiqTKDkdkLklQnvGjvf,Ed Townsend,0.693,214000.0,0.127,1CANiqTKDkdkLklQnvGjvf,0.0,1.0,0.13,-13.844000000000001,1.0,0.0464,106.867,4.0,https://api.spotify.com/v1/tracks/1CANiqTKDkdkLklQnvGjvf,When I Grow Too Old To Dream,audio_features,spotify:track:1CANiqTKDkdkLklQnvGjvf,0.349,1
62,0.187,https://api.spotify.com/v1/audio-analysis/7eXXEZrcFvBGnCL9i1fTmc,TEN MADISON,0.625,283707.0,0.715,7eXXEZrcFvBGnCL9i1fTmc,0.9279999999999999,4.0,0.10800000000000001,-8.195,0.0,0.0485,133.342,5.0,https://api.spotify.com/v1/tracks/7eXXEZrcFvBGnCL9i1fTmc,Leaving Melbourne,audio_features,spotify:track:7eXXEZrcFvBGnCL9i1fTmc,0.381,0
